Country,Race,Age,Age_Group,Gender,Ordering,E_Trait_mean,E_Trait_std,E_Trait_count,A_Trait_mean,A_Trait_std,A_Trait_count,C_Trait_mean,C_Trait_std,C_Trait_count,N_Trait_mean,N_Trait_std,N_Trait_count,O_Trait_mean,O_Trait_std,O_Trait_count
United States of America,Caucasian (European),59,50+,Male,Age -> Gender -> Nationality,2.5,0.283,2,4.1,0.141,2,3.55,0.071,2,3.45,0.071,2,3.65,0.071,2
United States of America,Caucasian (European),59,50+,Male,Gender -> Age -> Nationality,2.95,0.212,2,4.1,0.0,2,3.6,0.0,2,3.45,0.071,2,3.8,0.283,2
United States of America,Caucasian (European),59,50+,Male,Nationality -> Age -> Gender,3.15,0.071,2,4.1,0.0,2,3.6,0.0,2,3.45,0.071,2,3.9,0.141,2
United States of America,Caucasian (European),60,50+,Female,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.7,,1,3.4,,1,3.8,,1
United States of America,Caucasian (European),60,50+,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.7,,1,3.4,,1,3.9,,1
United States of America,Caucasian (European),60,50+,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.6,,1,3.4,,1,3.7,,1
United States of America,Caucasian (European),60,50+,Male,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.5,,1,3.5,,1,3.7,,1
United States of America,Caucasian (European),60,50+,Male,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.6,,1,3.5,,1,3.8,,1
United States of America,Caucasian (European),60,50+,Male,Nationality -> Age -> Gender,2.8,,1,4.0,,1,3.9,,1,3.3,,1,3.6,,1
United States of America,Caucasian (European),63,50+,Female,Age -> Gender -> Nationality,2.8,0.141,2,4.1,0.141,2,3.6,0.0,2,3.35,0.071,2,3.7,0.0,2
United States of America,Caucasian (European),63,50+,Female,Gender -> Age -> Nationality,2.9,0.0,2,4.2,0.0,2,3.65,0.071,2,3.45,0.071,2,3.65,0.071,2
United States of America,Caucasian (European),63,50+,Female,Nationality -> Age -> Gender,3.15,0.071,2,4.05,0.212,2,3.65,0.071,2,3.35,0.071,2,3.8,0.141,2
United States of America,Caucasian (European),65,50+,Female,Age -> Gender -> Nationality,2.85,0.071,2,4.1,0.0,2,3.7,0.141,2,3.4,0.0,2,3.65,0.071,2
United States of America,Caucasian (European),65,50+,Female,Gender -> Age -> Nationality,3.0,0.141,2,4.2,0.0,2,3.7,0.0,2,3.55,0.071,2,3.7,0.0,2
United States of America,Caucasian (European),65,50+,Female,Nationality -> Age -> Gender,2.95,0.354,2,4.15,0.071,2,3.8,0.0,2,3.5,0.0,2,3.85,0.071,2
United States of America,Caucasian (European),69,50+,Female,Age -> Gender -> Nationality,2.7,,1,4.1,,1,3.5,,1,3.4,,1,3.6,,1
United States of America,Caucasian (European),69,50+,Female,Gender -> Age -> Nationality,2.6,,1,4.2,,1,3.7,,1,3.6,,1,3.6,,1
United States of America,Caucasian (European),69,50+,Female,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.8,,1,3.4,,1,3.8,,1
United States of America,Caucasian (European),70,50+,Female,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.6,,1,3.6,,1,3.6,,1
United States of America,Caucasian (European),70,50+,Female,Gender -> Age -> Nationality,2.6,,1,4.2,,1,3.6,,1,3.6,,1,3.6,,1
United States of America,Caucasian (European),70,50+,Female,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.6,,1,3.5,,1,3.8,,1
United States of America,Caucasian (Indian),14,<18,Female,Age -> Gender -> Nationality,2.6,,1,4.2,,1,3.4,,1,3.1,,1,3.7,,1
United States of America,Caucasian (Indian),14,<18,Female,Gender -> Age -> Nationality,2.8,,1,4.0,,1,3.3,,1,2.9,,1,3.5,,1
United States of America,Caucasian (Indian),14,<18,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.4,,1,3.1,,1,3.7,,1
United States of America,Caucasian (Indian),15,<18,Male,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.2,,1,3.1,,1,3.7,,1
United States of America,Caucasian (Indian),15,<18,Male,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.1,,1,3.2,,1,3.6,,1
United States of America,Caucasian (Indian),15,<18,Male,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.3,,1,3.1,,1,3.7,,1
United States of America,Caucasian (Indian),17,<18,Female,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.3,,1,3.1,,1,3.6,,1
United States of America,Caucasian (Indian),17,<18,Female,Gender -> Age -> Nationality,2.9,,1,4.0,,1,3.4,,1,3.1,,1,3.7,,1
United States of America,Caucasian (Indian),17,<18,Female,Nationality -> Age -> Gender,2.9,,1,4.0,,1,3.3,,1,3.1,,1,3.8,,1
United States of America,Caucasian (Indian),18,18-25,Female,Age -> Gender -> Nationality,3.1,,1,4.0,,1,3.3,,1,3.1,,1,3.6,,1
United States of America,Caucasian (Indian),18,18-25,Female,Gender -> Age -> Nationality,3.1,,1,4.1,,1,3.3,,1,3.1,,1,3.7,,1
United States of America,Caucasian (Indian),18,18-25,Female,Nationality -> Age -> Gender,3.1,,1,4.0,,1,3.4,,1,3.1,,1,3.8,,1
United States of America,Caucasian (Indian),22,18-25,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.4,,1,3.2,,1,3.7,,1
United States of America,Caucasian (Indian),22,18-25,Female,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.5,,1,3.2,,1,3.7,,1
United States of America,Caucasian (Indian),22,18-25,Female,Nationality -> Age -> Gender,3.3,,1,4.1,,1,3.6,,1,3.2,,1,3.8,,1
United States of America,Caucasian (Indian),23,18-25,Male,Age -> Gender -> Nationality,3.0,,1,4.0,,1,3.3,,1,3.1,,1,3.8,,1
United States of America,Caucasian (Indian),23,18-25,Male,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.6,,1,3.2,,1,3.7,,1
United States of America,Caucasian (Indian),23,18-25,Male,Nationality -> Age -> Gender,3.3,,1,4.2,,1,3.4,,1,3.3,,1,3.7,,1
United States of America,Caucasian (Indian),25,18-25,Female,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.5,,1,3.1,,1,3.8,,1
United States of America,Caucasian (Indian),25,18-25,Female,Gender -> Age -> Nationality,3.2,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Indian),25,18-25,Female,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.6,,1,3.3,,1,3.7,,1
United States of America,Caucasian (Indian),51,50+,Female,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Caucasian (Indian),51,50+,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Indian),51,50+,Female,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.5,,1,3.2,,1,3.7,,1
United States of America,Caucasian (Middle East),13,<18,Male,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.3,,1,3.2,,1,3.6,,1
United States of America,Caucasian (Middle East),13,<18,Male,Gender -> Age -> Nationality,3.3,,1,4.0,,1,3.3,,1,3.1,,1,3.6,,1
United States of America,Caucasian (Middle East),13,<18,Male,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.1,,1,3.2,,1,3.7,,1
United States of America,Caucasian (Middle East),17,<18,Female,Age -> Gender -> Nationality,2.9,0.115,4,4.175,0.05,4,3.225,0.15,4,3.1,0.082,4,3.75,0.058,4
United States of America,Caucasian (Middle East),17,<18,Female,Gender -> Age -> Nationality,2.95,0.1,4,4.125,0.096,4,3.35,0.129,4,3.075,0.096,4,3.7,0.141,4
United States of America,Caucasian (Middle East),17,<18,Female,Nationality -> Age -> Gender,2.875,0.15,4,4.15,0.1,4,3.45,0.058,4,3.175,0.05,4,3.8,0.082,4
United States of America,Caucasian (Middle East),18,18-25,Male,Age -> Gender -> Nationality,2.8,,1,4.0,,1,3.1,,1,3.2,,1,3.6,,1
United States of America,Caucasian (Middle East),18,18-25,Male,Gender -> Age -> Nationality,3.0,,1,4.0,,1,3.4,,1,3.1,,1,3.7,,1
United States of America,Caucasian (Middle East),18,18-25,Male,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.3,,1,3.2,,1,3.9,,1
United States of America,Caucasian (Middle East),19,18-25,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.3,,1,3.2,,1,3.7,,1
United States of America,Caucasian (Middle East),19,18-25,Female,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.3,,1,3.2,,1,3.6,,1
United States of America,Caucasian (Middle East),19,18-25,Female,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,Caucasian (Middle East),19,18-25,Male,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.4,,1,3.1,,1,3.7,,1
United States of America,Caucasian (Middle East),19,18-25,Male,Gender -> Age -> Nationality,2.9,,1,4.1,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,Caucasian (Middle East),19,18-25,Male,Nationality -> Age -> Gender,3.0,,1,4.0,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Middle East),26,26-34,Male,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Middle East),26,26-34,Male,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Middle East),26,26-34,Male,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Caucasian (Middle East),41,35-50,Female,Age -> Gender -> Nationality,3.1,,1,4.0,,1,3.7,,1,3.3,,1,3.9,,1
United States of America,Caucasian (Middle East),41,35-50,Female,Gender -> Age -> Nationality,3.1,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Middle East),41,35-50,Female,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Middle East),45,35-50,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Caucasian (Middle East),45,35-50,Female,Gender -> Age -> Nationality,3.3,,1,4.0,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Middle East),45,35-50,Female,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.7,,1,3.3,,1,3.9,,1
United States of America,Caucasian (Middle East),52,50+,Female,Age -> Gender -> Nationality,2.7,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Caucasian (Middle East),52,50+,Female,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.8,,1,3.3,,1,3.7,,1
United States of America,Caucasian (Middle East),52,50+,Female,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.7,,1,3.5,,1,3.9,,1
United States of America,Caucasian (Middle East),54,50+,Male,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.6,,1,3.4,,1,3.7,,1
United States of America,Caucasian (Middle East),54,50+,Male,Gender -> Age -> Nationality,2.8,,1,4.0,,1,3.7,,1,3.3,,1,3.7,,1
United States of America,Caucasian (Middle East),54,50+,Male,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.6,,1,3.4,,1,3.8,,1
United States of America,Caucasian (North African),14,<18,Male,Age -> Gender -> Nationality,2.75,0.071,2,4.1,0.141,2,3.1,0.141,2,3.1,0.0,2,3.6,0.0,2
United States of America,Caucasian (North African),14,<18,Male,Gender -> Age -> Nationality,2.85,0.071,2,4.05,0.212,2,3.2,0.0,2,3.15,0.071,2,3.55,0.071,2
United States of America,Caucasian (North African),14,<18,Male,Nationality -> Age -> Gender,2.9,0.0,2,4.1,0.0,2,3.3,0.0,2,3.2,0.0,2,3.75,0.071,2
United States of America,Caucasian (North African),18,18-25,Female,Age -> Gender -> Nationality,2.9,0.1,3,4.167,0.058,3,3.3,0.1,3,3.1,0.0,3,3.633,0.058,3
United States of America,Caucasian (North African),18,18-25,Female,Gender -> Age -> Nationality,2.933,0.153,3,4.167,0.058,3,3.467,0.153,3,3.2,0.0,3,3.767,0.115,3
United States of America,Caucasian (North African),18,18-25,Female,Nationality -> Age -> Gender,3.067,0.115,3,4.133,0.058,3,3.6,0.1,3,3.233,0.058,3,3.767,0.058,3
United States of America,Caucasian (North African),19,18-25,Female,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.5,,1,3.0,,1,3.8,,1
United States of America,Caucasian (North African),19,18-25,Female,Gender -> Age -> Nationality,2.7,,1,4.1,,1,3.5,,1,3.1,,1,3.8,,1
United States of America,Caucasian (North African),19,18-25,Female,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Caucasian (North African),19,18-25,Male,Age -> Gender -> Nationality,2.8,,1,4.0,,1,3.4,,1,3.2,,1,3.7,,1
United States of America,Caucasian (North African),19,18-25,Male,Gender -> Age -> Nationality,3.2,,1,4.1,,1,3.6,,1,3.1,,1,3.7,,1
United States of America,Caucasian (North African),19,18-25,Male,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.3,,1,3.2,,1,3.8,,1
United States of America,Caucasian (North African),20,18-25,Male,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.3,,1,3.2,,1,3.7,,1
United States of America,Caucasian (North African),20,18-25,Male,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,Caucasian (North African),20,18-25,Male,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.6,,1,3.3,,1,3.7,,1
United States of America,Caucasian (North African),23,18-25,Male,Age -> Gender -> Nationality,3.2,,1,4.1,,1,3.5,,1,3.2,,1,3.7,,1
United States of America,Caucasian (North African),23,18-25,Male,Gender -> Age -> Nationality,2.9,,1,4.0,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Caucasian (North African),23,18-25,Male,Nationality -> Age -> Gender,3.5,,1,4.0,,1,3.6,,1,3.5,,1,3.7,,1
United States of America,Caucasian (North African),28,26-34,Female,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,Caucasian (North African),28,26-34,Female,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.9,,1
United States of America,Caucasian (North African),28,26-34,Female,Nationality -> Age -> Gender,3.3,,1,4.2,,1,3.6,,1,3.3,,1,3.9,,1
United States of America,Caucasian (North African),29,26-34,Female,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.5,,1,3.1,,1,3.7,,1
United States of America,Caucasian (North African),29,26-34,Female,Gender -> Age -> Nationality,3.3,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Caucasian (North African),29,26-34,Female,Nationality -> Age -> Gender,3.4,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Caucasian (North African),33,26-34,Female,Age -> Gender -> Nationality,3.4,,1,4.0,,1,3.6,,1,3.2,,1,3.7,,1
United States of America,Caucasian (North African),33,26-34,Female,Gender -> Age -> Nationality,2.7,,1,4.1,,1,3.7,,1,3.5,,1,3.8,,1
United States of America,Caucasian (North African),33,26-34,Female,Nationality -> Age -> Gender,3.0,,1,4.0,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Caucasian (North African),44,35-50,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.6,,1,3.3,,1,3.9,,1
United States of America,Caucasian (North African),44,35-50,Female,Gender -> Age -> Nationality,2.6,,1,4.2,,1,3.6,,1,3.2,,1,3.8,,1
United States of America,Caucasian (North African),44,35-50,Female,Nationality -> Age -> Gender,3.5,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Caucasian (North African),56,50+,Male,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.6,,1,3.4,,1,3.7,,1
United States of America,Caucasian (North African),56,50+,Male,Gender -> Age -> Nationality,2.8,,1,3.9,,1,3.6,,1,3.5,,1,3.7,,1
United States of America,Caucasian (North African),56,50+,Male,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.6,,1,3.4,,1,3.9,,1
United States of America,Caucasian (North African),62,50+,Male,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.7,,1,3.5,,1,3.6,,1
United States of America,Caucasian (North African),62,50+,Male,Gender -> Age -> Nationality,2.9,,1,4.0,,1,3.5,,1,3.4,,1,3.9,,1
United States of America,Caucasian (North African),62,50+,Male,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.5,,1,3.3,,1,3.9,,1
United States of America,Mixed Race,13,<18,Male,Age -> Gender -> Nationality,2.9,0.141,2,4.15,0.071,2,3.0,0.141,2,3.1,0.0,2,3.55,0.071,2
United States of America,Mixed Race,13,<18,Male,Gender -> Age -> Nationality,2.95,0.212,2,4.15,0.071,2,3.1,0.0,2,3.1,0.0,2,3.6,0.0,2
United States of America,Mixed Race,13,<18,Male,Nationality -> Age -> Gender,3.15,0.071,2,4.15,0.071,2,3.15,0.071,2,3.2,0.0,2,3.6,0.0,2
United States of America,Mixed Race,14,<18,Female,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.2,,1,3.2,,1,3.6,,1
United States of America,Mixed Race,14,<18,Female,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.3,,1,2.9,,1,3.6,,1
United States of America,Mixed Race,14,<18,Female,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.2,,1,3.1,,1,3.7,,1
United States of America,Mixed Race,15,<18,Male,Age -> Gender -> Nationality,3.2,,1,4.1,,1,3.1,,1,3.0,,1,3.7,,1
United States of America,Mixed Race,15,<18,Male,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.0,,1,3.1,,1,3.6,,1
United States of America,Mixed Race,15,<18,Male,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.4,,1,3.2,,1,3.6,,1
United States of America,Mixed Race,16,<18,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.2,,1,3.4,,1,3.6,,1
United States of America,Mixed Race,16,<18,Female,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.2,,1,3.0,,1,3.6,,1
United States of America,Mixed Race,16,<18,Female,Nationality -> Age -> Gender,3.3,,1,4.2,,1,3.2,,1,3.2,,1,3.6,,1
United States of America,Mixed Race,16,<18,Male,Age -> Gender -> Nationality,2.75,0.071,2,4.1,0.0,2,3.1,0.0,2,3.0,0.0,2,3.65,0.071,2
United States of America,Mixed Race,16,<18,Male,Gender -> Age -> Nationality,2.95,0.071,2,4.0,0.141,2,3.25,0.071,2,3.15,0.071,2,3.65,0.071,2
United States of America,Mixed Race,16,<18,Male,Nationality -> Age -> Gender,3.2,0.141,2,4.2,0.0,2,3.35,0.071,2,3.3,0.0,2,3.8,0.0,2
United States of America,Mixed Race,16,<18,Other,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.1,,1,3.0,,1,3.6,,1
United States of America,Mixed Race,16,<18,Other,Gender -> Age -> Nationality,2.9,,1,4.0,,1,3.2,,1,3.2,,1,3.7,,1
United States of America,Mixed Race,16,<18,Other,Nationality -> Age -> Gender,3.3,,1,4.2,,1,3.2,,1,3.3,,1,3.7,,1
United States of America,Mixed Race,17,<18,Female,Age -> Gender -> Nationality,2.867,0.115,3,4.133,0.058,3,3.3,0.1,3,3.067,0.058,3,3.633,0.058,3
United States of America,Mixed Race,17,<18,Female,Gender -> Age -> Nationality,3.033,0.058,3,4.167,0.058,3,3.2,0.0,3,3.133,0.058,3,3.633,0.058,3
United States of America,Mixed Race,17,<18,Female,Nationality -> Age -> Gender,3.267,0.153,3,4.167,0.058,3,3.233,0.058,3,3.267,0.058,3,3.767,0.058,3
United States of America,Mixed Race,17,<18,Male,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.4,,1,3.1,,1,3.6,,1
United States of America,Mixed Race,17,<18,Male,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.2,,1,3.2,,1,3.6,,1
United States of America,Mixed Race,17,<18,Male,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
United States of America,Mixed Race,18,18-25,Female,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.1,,1,3.1,,1,3.7,,1
United States of America,Mixed Race,18,18-25,Female,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.2,,1,3.1,,1,3.8,,1
United States of America,Mixed Race,18,18-25,Female,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.3,,1,3.2,,1,3.8,,1
United States of America,Mixed Race,18,18-25,Male,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.4,,1,3.3,,1,3.7,,1
United States of America,Mixed Race,18,18-25,Male,Gender -> Age -> Nationality,3.2,,1,4.1,,1,3.1,,1,3.1,,1,3.7,,1
United States of America,Mixed Race,18,18-25,Male,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.3,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,20,18-25,Female,Age -> Gender -> Nationality,3.2,0.283,2,4.2,0.0,2,3.25,0.071,2,3.2,0.0,2,3.8,0.0,2
United States of America,Mixed Race,20,18-25,Female,Gender -> Age -> Nationality,3.05,0.071,2,4.1,0.0,2,3.35,0.071,2,3.15,0.071,2,3.65,0.071,2
United States of America,Mixed Race,20,18-25,Female,Nationality -> Age -> Gender,3.15,0.212,2,4.2,0.0,2,3.35,0.071,2,3.15,0.071,2,3.75,0.071,2
United States of America,Mixed Race,21,18-25,Female,Age -> Gender -> Nationality,3.1,0.0,2,4.15,0.071,2,3.35,0.071,2,3.4,0.141,2,3.75,0.071,2
United States of America,Mixed Race,21,18-25,Female,Gender -> Age -> Nationality,3.3,0.0,2,4.2,0.0,2,3.3,0.141,2,3.25,0.212,2,3.8,0.0,2
United States of America,Mixed Race,21,18-25,Female,Nationality -> Age -> Gender,3.1,0.141,2,4.15,0.071,2,3.5,0.0,2,3.15,0.071,2,3.75,0.071,2
United States of America,Mixed Race,21,18-25,Male,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.4,,1,3.4,,1,3.7,,1
United States of America,Mixed Race,21,18-25,Male,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.3,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,21,18-25,Male,Nationality -> Age -> Gender,3.4,,1,4.1,,1,3.4,,1,3.2,,1,3.8,,1
United States of America,Mixed Race,22,18-25,Female,Age -> Gender -> Nationality,3.3,,1,4.2,,1,3.4,,1,3.2,,1,3.7,,1
United States of America,Mixed Race,22,18-25,Female,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.4,,1,3.4,,1,3.8,,1
United States of America,Mixed Race,22,18-25,Female,Nationality -> Age -> Gender,3.4,,1,4.2,,1,3.4,,1,3.5,,1,3.8,,1
United States of America,Mixed Race,23,18-25,Female,Age -> Gender -> Nationality,3.1,0.283,2,4.15,0.071,2,3.35,0.071,2,3.15,0.071,2,3.7,0.0,2
United States of America,Mixed Race,23,18-25,Female,Gender -> Age -> Nationality,3.3,0.0,2,4.15,0.071,2,3.6,0.0,2,3.3,0.141,2,3.75,0.071,2
United States of America,Mixed Race,23,18-25,Female,Nationality -> Age -> Gender,2.9,0.283,2,4.15,0.071,2,3.5,0.0,2,3.15,0.071,2,3.8,0.0,2
United States of America,Mixed Race,24,18-25,Female,Age -> Gender -> Nationality,3.2,0.283,2,4.1,0.141,2,3.4,0.141,2,3.4,0.141,2,3.7,0.0,2
United States of America,Mixed Race,24,18-25,Female,Gender -> Age -> Nationality,3.15,0.212,2,4.2,0.0,2,3.35,0.071,2,3.3,0.141,2,3.8,0.0,2
United States of America,Mixed Race,24,18-25,Female,Nationality -> Age -> Gender,3.35,0.071,2,4.15,0.071,2,3.35,0.354,2,3.25,0.071,2,3.8,0.0,2
United States of America,Mixed Race,25,18-25,Female,Age -> Gender -> Nationality,3.4,,1,4.2,,1,3.5,,1,3.1,,1,3.8,,1
United States of America,Mixed Race,25,18-25,Female,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,25,18-25,Female,Nationality -> Age -> Gender,3.4,,1,4.1,,1,3.5,,1,3.3,,1,3.9,,1
United States of America,Mixed Race,25,18-25,Male,Age -> Gender -> Nationality,3.3,,1,4.0,,1,3.4,,1,3.3,,1,3.7,,1
United States of America,Mixed Race,25,18-25,Male,Gender -> Age -> Nationality,3.3,,1,4.0,,1,3.5,,1,3.5,,1,3.8,,1
United States of America,Mixed Race,25,18-25,Male,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,26,26-34,Female,Age -> Gender -> Nationality,3.5,,1,4.2,,1,3.5,,1,3.1,,1,3.8,,1
United States of America,Mixed Race,26,26-34,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,26,26-34,Female,Nationality -> Age -> Gender,3.3,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,27,26-34,Female,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.5,,1,3.2,,1,3.8,,1
United States of America,Mixed Race,27,26-34,Female,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.5,,1,3.1,,1,3.7,,1
United States of America,Mixed Race,27,26-34,Female,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.4,,1,3.2,,1,3.8,,1
United States of America,Mixed Race,28,26-34,Female,Age -> Gender -> Nationality,3.15,0.212,2,4.1,0.0,2,3.5,0.0,2,3.25,0.071,2,3.75,0.071,2
United States of America,Mixed Race,28,26-34,Female,Gender -> Age -> Nationality,3.4,0.0,2,4.2,0.0,2,3.5,0.141,2,3.3,0.0,2,3.75,0.071,2
United States of America,Mixed Race,28,26-34,Female,Nationality -> Age -> Gender,3.4,0.0,2,4.15,0.071,2,3.6,0.0,2,3.3,0.0,2,3.75,0.071,2
United States of America,Mixed Race,28,26-34,Male,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Mixed Race,28,26-34,Male,Gender -> Age -> Nationality,3.3,,1,4.1,,1,3.4,,1,3.4,,1,3.8,,1
United States of America,Mixed Race,28,26-34,Male,Nationality -> Age -> Gender,3.3,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,31,26-34,Male,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.6,,1,3.1,,1,3.7,,1
United States of America,Mixed Race,31,26-34,Male,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
United States of America,Mixed Race,31,26-34,Male,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.6,,1,3.3,,1,3.7,,1
United States of America,Mixed Race,32,26-34,Female,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.6,,1,3.3,,1,3.7,,1
United States of America,Mixed Race,32,26-34,Female,Gender -> Age -> Nationality,3.3,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,32,26-34,Female,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,35,35-50,Male,Age -> Gender -> Nationality,3.3,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
United States of America,Mixed Race,35,35-50,Male,Gender -> Age -> Nationality,3.1,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
